"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"2160";"3";"27";"Tuesday";"17";"Evening Rush";"service on line 2 is bypassing coxwell station both ways due to police investigation inside station.";"line 2";"subway";"bypass";"to police investigation inside station";"police/security"
"2161";"3";"27";"Tuesday";"16";"Evening Rush";"elevator alert dundaswest station westbound platform to concourse out of service.";"dundaswest";"elevator";"elevator down";NA;NA
"2162";"3";"27";"Tuesday";"14";"Midday";"service suspended at spadina due to security incident on board train service turning back at ossington and broadview line 2 and union and spadina line 1. ";"line 1";"subway";"no service";"to security incident on board train service turning back at ossington and broadview line 2 and union and spadina line 1";"police/security"
"2163";"3";"27";"Tuesday";"14";"Midday";"service suspended on line 2 both ways between ossington and broadview stations due to police investigation on board train at st george station.";"line 2";"subway";"no service";"to police investigation on board train at st george station";"police/security"
"2164";"3";"27";"Tuesday";"13";"Midday";"61 avenue rd diverting northbound via lawrence elm woburn due to collision at avenue and lawrence. ";"61";"bus";"detour";"to collision at avenue and lawrence";"collision on the road"
"2165";"3";"27";"Tuesday";"13";"Midday";"501 queen turning back at kingston road due to stalled streetcar at queen and silver birch. shuttle buses operating between kingston road and neville park. ";"501";"streetcar";"no service";"to stalled streetcar at queen and silver birch";"stalled streetcar"
"2166";"3";"27";"Tuesday";"12";"Midday";"elevator alert don mills station concourse to subway platform out of service. ";"don mills";"elevator";"elevator down";NA;NA
"2167";"3";"27";"Tuesday";"11";"Midday";"511 bathurst service holding southbound at bathurst and wellington due to stalled streetcar. ";"511";"streetcar";"delay";"to stalled streetcar";"stalled streetcar"
"2168";"3";"27";"Tuesday";"10";"Midday";"service holding on line 2 (bd) eastbound at spadina station due to emergency alarm activated on board train. ";"line 2";"subway";"delay";"to emergency alarm activated on board train";"emergency alarm"
"2169";"3";"27";"Tuesday";"10";"Midday";"501 queen diverting westbound via shaw king roncesvalles due to collision at queen and jameson. ";"501";"streetcar";"detour";"to collision at queen and jameson";"collision on the road"
"2170";"3";"27";"Tuesday";" 9";"Morning Rush";"52 lawrencewest diverting eastbound via apex dufferin due to collision at lawrence and apex. ";"52";"bus";"detour";"to collision at lawrence and apex";"collision on the road"
"2171";"3";"27";"Tuesday";" 9";"Morning Rush";"line 2 customers can expect longer than normal travel time westbound between runnymede and kipling station due to earlier delay. ";"line 2";"subway";"delay";"to earlier delay";"earlier delay"
"2172";"3";"27";"Tuesday";" 8";"Morning Rush";"41 keele diverting via pond petrolia steeles due to autos in collision at canartic and petrolia. ";"41";"bus";"detour";"to autos in collision at canartic and petrolia";"collision on the road"
"2173";"3";"27";"Tuesday";" 7";"Morning Rush";"84 sheppardwest diverting both ways via laura clair jane due to collision at sheppard and jane. ";"84";"bus";"detour";"to collision at sheppard and jane";"collision on the road"
"2174";"3";"27";"Tuesday";" 5";"Late night";"service suspended on line 1 (yu) both ways at rosedale station due to trespasser at track level. ";"line 1";"subway";"no service";"to trespasser at track level";"person on track"
"2175";"3";"27";"Tuesday";" 5";"Late night";"127 davenport diverting both ways via symington dupont lansdowne davenport due to working fire at davenport and wiltshire. ";"127";"bus";"detour";"to working fire at davenport and wiltshire";"fire"
"2176";"3";"27";"Tuesday";" 1";"Late night";"512 st clair service turning back at lansdowne loop due to stalled streetcar at gunn's loop. ";"512";"streetcar";"no service";"to stalled streetcar at gunn's loop";"stalled streetcar"
"2177";"3";"27";"Tuesday";" 1";"Late night";"elevator alert broadview station westbound platform to concourse to collector level out of service. ";"broadview";"elevator";"elevator down";NA;NA
"2178";"3";"26";"Monday";"20";"Evening";"504 king diverting eastbound via parliament dundas due to emergency overhead wire repairs at broadview and dundas. shuttles operating.";"504";"streetcar";"detour";"to emergency overhead wire repairs at broadview and dundas";"power problem"
"2179";"3";"26";"Monday";"19";"Evening Rush";"501 queen and diverting westbound via bathurst king shaw due to stalled streetcar at queen and strachan.";"501";"streetcar";"detour";"to stalled streetcar at queen and strachan";"stalled streetcar"
"2180";"3";"26";"Monday";"18";"Evening Rush";"trains are holding on line 1 yu northbound at lawerence station due to emergency alarm activated on train. ";"line 1";"subway";"delay";"to emergency alarm activated on train";"emergency alarm"
"2181";"3";"26";"Monday";"17";"Evening Rush";"121 fort york-esplanade diverting westbound via yonge wellington simcoe due to protest at front and yonge. ";"121";"bus";"detour";"to protest at front and yonge";"activities/protest"
"2182";"3";"26";"Monday";"15";"Midday";"514 cherry turning back westbound  via parliament dundas broadview due to police investigation on board streetcar at distillery loop.";"514";"streetcar";"no service";"to police investigation on board streetcar at distillery loop";"police/security"
"2183";"3";"26";"Monday";"13";"Midday";"elevator alert eglinton station northbound platform to bus level out of service. ";"eglinton";"elevator";"elevator down";NA;NA
"2184";"3";"26";"Monday";"11";"Midday";"504 king holding southbound roncesvalles and howard park due to auto blocking tracks. ";"504";"streetcar";"delay";"to auto blocking tracks";"blockage on the road/rail"
"2185";"3";"26";"Monday";"11";"Midday";"510 spadina diverting northbound via queen quay bathurst king due to auto blocking tracks at spadina and front. ";"510";"streetcar";"detour";"to auto blocking tracks at spadina and front";"blockage on the road/rail"
"2186";"3";"26";"Monday";"11";"Midday";"line 1 service suspended between eglinton and lawrence stations due to toronto fire investigation. response personnel en route. ";"line 1";"subway";"no service";"to toronto fire investigation";"fire"
"2187";"3";"26";"Monday";" 6";"Morning Rush";"line 2 customers can expect minute longer than normal travel time westbound between greenwood and broadview stations due to signal problems at broadview. ";"line 2";"subway";"delay";"to signal problems at broadview";"signal problem"
"2188";"3";"26";"Monday";" 6";"Morning Rush";"514 cherry unable to utilize springhurst loop service turning back at sunnyside loop due to emergency track repairs. ";"514";"streetcar";"no service";"to emergency track repairs";"track problem/maintainance"
"2189";"3";"26";"Monday";" 5";"Late night";"29 dufferin bypassing springhurst loop due to emergency track repairs. ";"29";"bus";"bypass";"to emergency track repairs";"track problem/maintainance"
"2190";"3";"26";"Monday";" 1";"Late night";"trains currently holding on line 1 southbound at york mills station due to medical emergency on subway platform. response personnel en route. ";"line 1";"subway";"delay";"to medical emergency on subway platform";"medical"
"2191";"3";"25";"Sun&Holiday";"23";"Evening";"168 symington diverting southbound via keele lavender due to collision at rogers and scott. ";"168";"bus";"detour";"to collision at rogers and scott";"activities/protest"
"2192";"3";"25";"Sun&Holiday";"23";"Evening";"elevator alert don mills station automatic entrance to bus level out of service. ";"don mills";"elevator";"elevator down";NA;NA
"2193";"3";"25";"Sun&Holiday";"22";"Evening";"509 harbourfront holding both ways at fleet and fort york due to autos in collision. ";"509";"streetcar";"delay";"to autos in collision";"collision on the road"
"2194";"3";"25";"Sun&Holiday";"20";"Evening";"504 king and 514 cherry diverting both ways via queen shaw due to stalled streetcar at dufferin and king. ";"504";"streetcar";"detour";"to stalled streetcar at dufferin and king";"stalled streetcar"
"2195";"3";"25";"Sun&Holiday";"20";"Evening";"504 king and 514 cherry diverting both ways via queen shaw due to stalled streetcar at dufferin and king. ";"514";"streetcar";"detour";"to stalled streetcar at dufferin and king";"stalled streetcar"
"2196";"3";"25";"Sun&Holiday";"19";"Evening";"24 victoria park diverting southbound via craigton pharmacy eglinton due to collision at victoria park and jonesville. ";"24";"bus";"detour";"to collision at victoria park and jonesville";"collision on the road"
"2197";"3";"25";"Sun&Holiday";"18";"Midday";"514 cherry turning back via dufferin queen shaw due to emergency streetcar track repairs at dufferin and springhurst ";"514";"streetcar";"no service";"to emergency streetcar track repairs at dufferin and springhurst ";"track problem/maintainance"
"2198";"3";"25";"Sun&Holiday";"16";"Midday";"51 leslie diverting southbound via steeles don mills mcnicoll due to collision at steeles and townsend. ";"51";"bus";"detour";"to collision at steeles and townsend";"collision on the road"
"2199";"3";"25";"Sun&Holiday";"16";"Midday";"25 don mills and 185 don mills rocket diverting southbound via steeles waggoners well simonston due to collision at steeles and townsend. ";"25";"bus";"detour";"to collision at steeles and townsend";"collision on the road"
"2200";"3";"25";"Sun&Holiday";"16";"Midday";"25 don mills and 185 don mills rocket diverting southbound via steeles waggoners well simonston due to collision at steeles and townsend. ";"185";"bus";"detour";"to collision at steeles and townsend";"collision on the road"
"2201";"3";"25";"Sun&Holiday";"15";"Midday";"elevator alert bloor-yonge station north side southbound platform to concourse out of service. ";"bloor-yonge";"elevator";"elevator down";NA;NA
"2202";"3";"25";"Sun&Holiday";"14";"Midday";"85 sheppard east diverting eastbound via warden cass birchmount due to collision at sheppard and birchmount. ";"85";"bus";"detour";"to collision at sheppard and birchmount";"collision on the road"
"2203";"3";"25";"Sun&Holiday";"13";"Midday";"512 st clair turning back at oakwood and stclairwest station due to emergency watermain repairs and st clair and wychwood. shuttles buses operating. ";"512";"streetcar";"no service";"to emergency watermain repairs and st clair and wychwood";"watermain/sewer/road repairs"
"2204";"3";"25";"Sun&Holiday";"13";"Midday";"elevator alert don mills station bus level to concourse out of service. ";"don mills";"elevator";"elevator down";NA;NA
"2205";"3";"25";"Sun&Holiday";"12";"Midday";"elevator alert leslie station bus level to concourse out of service. ";"leslie";"elevator";"elevator down";NA;NA
"2206";"3";"25";"Sun&Holiday";"11";"Morning";"509 harbourfront holding at fleet and strachan due to stalled streetcar. ";"509";"streetcar";"delay";"to stalled streetcar";"stalled streetcar"
"2207";"3";"25";"Sun&Holiday";" 9";"Morning";"line 1 customers may experience longer than normal wait times northbound between sheppardwest and vaughan metropolitan centre station. efforts are underway to restore regular scheduled service. ";"line 1";"subway";"delay";NA;NA
"2208";"3";"25";"Sun&Holiday";" 7";"Morning";"26 dupont diverting bothways via shaw davenport christie due to toronto fire investigation at dupont and shaw. ";"26";"bus";"detour";"to toronto fire investigation at dupont and shaw";"fire"
"2209";"3";"25";"Sun&Holiday";" 6";"Morning";"504 king diverting westbound via shaw queen due to autos in collision at king and jameson. ";"504";"streetcar";"detour";"to autos in collision at king and jameson";"collision on the road"
